year,company,car_name,km_driven,fuel_type,transmission,price,location
2016,Maruti,Celerio ZXI AMT,43855,Petrol,Automatic,₹4.65 Lakh,Bangalore
2017,Honda,Jazz 1.2L I-VTEC VX,34743,Petrol,Manual,₹6.07 Lakh,Bangalore
2019,Renault,Kwid RXT 1.0 AMT (O),17650,Petrol,Automatic,₹4.57 Lakh,Bangalore
2015,Maruti,Swift VXI,40348,Petrol,Manual,₹4.94 Lakh,Bangalore
2014,Nissan,Micra XV CVT,82542,Petrol,Automatic,₹3.37 Lakh,Bangalore
2019,Renault,Kwid CLIMBER 1.0 AMT,35567,Petrol,Automatic,₹4.39 Lakh,Bangalore
2022,KIA,CARENS LUXURY PLUS 1.4 PETROL 7 STR,10776,Petrol,Manual,₹17.47 Lakh,Bangalore
2019,Honda,City 1.5L I-VTEC ZX CVT,33869,Petrol,Automatic,₹10.91 Lakh,Bangalore
2015,Maruti,Ciaz ZXI+,104650,Petrol,Manual,₹5.58 Lakh,Bangalore
2016,Hyundai,Elite i20 ASTA 1.4 CRDI (O),79701,Diesel,Manual,₹7.31 Lakh,Bangalore
2019,Maruti,Celerio VXI AMT,28264,Petrol,Automatic,₹5.08 Lakh,Bangalore
2015,Hyundai,Grand i10 SPORTZ 1.2 KAPPA VTVT,26534,Petrol,Manual,₹4.53 Lakh,Bangalore
2021,Maruti,Baleno ZETA CVT PETROL 1.2,26477,Petrol,Automatic,₹8.40 Lakh,Bangalore
2020,Maruti,Ciaz DELTA 1.5 SHVS MT PETROL,60741,Petrol,Manual,₹8.45 Lakh,Bangalore
2017,Maruti,Baleno ZETA PETROL 1.2,22396,Petrol,Manual,₹6.48 Lakh,Bangalore
2019,Hyundai,i20 Active 1.2 SX,73607,Petrol,Manual,₹7.28 Lakh,Bangalore
2023,KIA,CARENS LUXURY 1.4 PETROL 7 STR,5126,Petrol,Manual,₹16.56 Lakh,Bangalore
2015,Maruti,Wagon R 1.0 VXI,45789,Petrol,Manual,₹3.86 Lakh,Bangalore
2018,Maruti,Baleno ALPHA PETROL 1.2,52083,Petrol,Manual,₹6.82 Lakh,Bangalore
2022,Honda,City 1.5L I-VTEC ZX,42212,Petrol,Manual,₹12.11 Lakh,Bangalore
2013,Maruti,Swift VXI,27532,Petrol,Manual,₹4.60 Lakh,Bangalore
2019,Mahindra,XUV300 W8 (O) 1.5 DIESEL,64772,Diesel,Manual,₹10.24 Lakh,Bangalore
2017,Maruti,Wagon R 1.0 VXI AMT,84182,Petrol,Automatic,₹4.65 Lakh,Bangalore
2019,Hyundai,NEW SANTRO ASTA MT,55677,Petrol,Manual,₹4.71 Lakh,Bangalore
2019,Maruti,Ciaz ALPHA AT 1.5 SHVS PETROL,49968,Petrol,Automatic,₹8.97 Lakh,Bangalore
2019,Hyundai,Grand i10 SPORTZ AT 1.2 KAPPA VTVT,73192,Petrol,Automatic,₹5.64 Lakh,Bangalore
2017,Hyundai,Elite i20 ASTA 1.2,23793,Petrol,Manual,₹6.99 Lakh,Bangalore
2019,Mahindra,XUV300 W8 (O) 1.5 DIESEL,53460,Diesel,Manual,₹11.15 Lakh,Bangalore
2013,Honda,City 1.5L I-VTEC S MT,89796,Petrol,Manual,₹4.53 Lakh,Bangalore
2012,Honda,City 1.5L I-VTEC S MT,87836,Petrol,Manual,₹4.58 Lakh,Bangalore
2012,Maruti,Swift VXI,97265,Petrol,Manual,₹4.21 Lakh,Bangalore
2020,Hyundai,GRAND I10 NIOS SPORTZ AMT 1.2 KAPPA VTVT,14274,Petrol,Automatic,₹7.28 Lakh,Bangalore
2018,Jeep,Compass LIMITED (O) 2.0 DIESEL 4X4,80713,Diesel,Manual,₹14.12 Lakh,Bangalore
2022,Maruti,S PRESSO VXI+,11295,Petrol,Manual,₹5.03 Lakh,Bangalore
2018,Maruti,Celerio ZXI AMT (O),80488,Petrol,Automatic,₹4.50 Lakh,Bangalore
2015,Honda,Jazz 1.2L I-VTEC V AT,55600,Petrol,Automatic,₹6.21 Lakh,Bangalore
2016,Maruti,Swift VXI,97896,Petrol,Manual,₹5.48 Lakh,Bangalore
2017,Honda,Jazz 1.2L I-VTEC V AT,59350,Petrol,Automatic,₹5.81 Lakh,Bangalore
2022,KIA,SONET GTX PLUS 1.0 IMT,11338,Petrol,Manual,₹12.09 Lakh,Bangalore
2014,Maruti,Ciaz VDI,86623,Diesel,Manual,₹5.60 Lakh,Bangalore
2018,Honda,City 1.5L I-VTEC ZX CVT,25751,Petrol,Automatic,₹10.56 Lakh,Bangalore
2022,Tata,TIGOR XZ PETROL,13622,Petrol,Manual,₹6.90 Lakh,Bangalore
2017,Ford,Ecosport TITANIUM 1.5L PETROL AT,47695,Petrol,Automatic,₹7.47 Lakh,Bangalore
2017,Maruti,Baleno ALPHA PETROL 1.2,67549,Petrol,Manual,₹6.81 Lakh,Bangalore
2017,Hyundai,Elite i20 ASTA 1.2,51852,Petrol,Manual,₹6.58 Lakh,Bangalore
2012,Honda,Brio S MT,74427,Petrol,Manual,₹3.02 Lakh,Bangalore
2016,Maruti,Ciaz ZDI SHVS,60384,Diesel,Manual,₹7.22 Lakh,Bangalore
2019,Mahindra,XUV300 W8 (O) 1.5 DIESEL AMT,41999,Diesel,Automatic,₹9.84 Lakh,Bangalore
2016,Maruti,Wagon R 1.0 VXI AMT,35322,Petrol,Automatic,₹4.38 Lakh,Bangalore
2019,Hyundai,Creta SX AT 1.6 PETROL,58130,Petrol,Automatic,₹10.87 Lakh,Bangalore
2013,Maruti,Wagon R 1.0 VXI,40896,Petrol,Manual,₹3.63 Lakh,Bangalore
2017,Honda,Jazz 1.2L I-VTEC V,55339,Petrol,Manual,₹6.05 Lakh,Bangalore
2022,Hyundai,AURA SX PLUS 1.2 AMT,9393,Petrol,Automatic,₹7.94 Lakh,Bangalore
2012,Hyundai,i20 SPORTZ 1.2,62951,Petrol,Manual,₹4.28 Lakh,Bangalore
2012,Maruti,A Star VXI,71079,Petrol,Manual,₹2.79 Lakh,Bangalore
2020,Renault,Duster RXZ 1.5 PETROL MT,41619,Petrol,Manual,₹8.68 Lakh,Bangalore
2018,Hyundai,Eon ERA PLUS (O),57966,Petrol,Manual,₹3.54 Lakh,Bangalore
2018,Hyundai,Grand i10 ASTA 1.2 KAPPA VTVT,92759,Petrol,Manual,₹4.97 Lakh,Bangalore
2020,KIA,SONET GTX PLUS 1.0 IMT,32712,Petrol,Manual,₹10.92 Lakh,Bangalore
2016,Maruti,Wagon R 1.0 VXI AMT,38333,Petrol,Automatic,₹4.42 Lakh,Bangalore
2016,Hyundai,Grand i10 SPORTZ 1.2 KAPPA VTVT,49460,Petrol,Manual,₹4.47 Lakh,Bangalore
2018,Maruti,Celerio ZXI,39085,Petrol,Manual,₹4.82 Lakh,Bangalore
2022,Maruti,Celerio VXI AMT,9778,Petrol,Automatic,₹6.19 Lakh,Bangalore
2021,Maruti,Celerio ZXI AMT,20754,Petrol,Automatic,₹6.32 Lakh,Bangalore
2021,Mahindra,XUV300 W8 (O) 1.5 DIESEL,38811,Diesel,Manual,₹11.12 Lakh,Bangalore
2016,Maruti,Wagon R 1.0 VXI AMT,69324,Petrol,Automatic,₹4.08 Lakh,Bangalore
2021,KIA,SONET HTX PLUS 1.0 IMT,21854,Petrol,Manual,₹11.49 Lakh,Bangalore
2023,Maruti,S PRESSO VXI (O) AMT,11631,Petrol,Automatic,₹5.77 Lakh,Bangalore
2022,Tata,NEXON XZA PLUS (HS) PETROL,15617,Petrol,Automatic,₹12.18 Lakh,Bangalore
2018,Hyundai,Elite i20 ASTA 1.2 (O),81961,Petrol,Manual,₹6.87 Lakh,Bangalore
2017,Honda,City 1.5L I-VTEC VX CVT,124446,Petrol,Automatic,₹7.74 Lakh,Bangalore
2015,Hyundai,Grand i10 SPORTZ 1.2 KAPPA VTVT,52074,Petrol,Manual,₹4.58 Lakh,Bangalore
2018,Honda,Amaze 1.2L I-VTEC V CVT,59863,Petrol,Automatic,₹7.05 Lakh,Bangalore
2022,Tata,NEXON XZA PLUS (HS) PETROL,11001,Petrol,Automatic,₹12.22 Lakh,Bangalore
2017,Honda,Jazz 1.2L I-VTEC V AT,57291,Petrol,Automatic,₹6.35 Lakh,Bangalore
2020,KIA,SELTOS HTX PLUS AT1.5 DIESEL,54526,Diesel,Automatic,₹14.49 Lakh,Bangalore
2022,Volkswagen,TAIGUN TOPLINE 1.0 TSI MT,7734,Petrol,Manual,₹15.84 Lakh,Bangalore
2014,Honda,City 1.5L I-VTEC V MT,73554,Petrol,Manual,₹5.90 Lakh,Bangalore
2020,Tata,Harrier XZA PLUS 2.0L,68859,Diesel,Automatic,₹18.16 Lakh,Bangalore
2018,Hyundai,Grand i10 SPORTZ AT 1.2 KAPPA VTVT,50840,Petrol,Automatic,₹5.97 Lakh,Bangalore
2017,Hyundai,Grand i10 ASTA 1.2 KAPPA VTVT,60620,Petrol,Manual,₹5.27 Lakh,Bangalore
2017,Ford,Ecosport TITANIUM 1.5L PETROL,56954,Petrol,Manual,₹7.27 Lakh,Bangalore
2018,Hyundai,Verna 1.6 VTVT SX (O) AT,61288,Petrol,Automatic,₹9.13 Lakh,Bangalore
2016,Hyundai,Verna 1.6 CRDI SX,69384,Diesel,Manual,₹8.01 Lakh,Bangalore
2014,Honda,Brio S MT,87590,Petrol,Manual,₹3.63 Lakh,Bangalore
2014,Renault,Duster 85 PS RXL DIESEL,82606,Diesel,Manual,₹5.87 Lakh,Bangalore
2018,Hyundai,Grand i10 SPORTZ 1.2 KAPPA VTVT,11853,Petrol,Manual,₹5.94 Lakh,Bangalore
2015,Hyundai,Grand i10 SPORTZ 1.2 KAPPA VTVT,81093,Petrol,Manual,₹4.19 Lakh,Bangalore
2016,Renault,Duster RXL 1.6 PETROL,58909,Petrol,Manual,₹6.64 Lakh,Bangalore
2015,Maruti,Ciaz ZXI,97889,Petrol,Manual,₹5.75 Lakh,Bangalore
2017,Maruti,Celerio ZXI AMT (O),35997,Petrol,Automatic,₹4.66 Lakh,Bangalore
2017,Hyundai,Elite i20 ASTA 1.2,32241,Petrol,Manual,₹7.11 Lakh,Bangalore
2018,Hyundai,Grand i10 SPORTZ AT 1.2 KAPPA VTVT,44868,Petrol,Automatic,₹5.81 Lakh,Bangalore
2016,Hyundai,Grand i10 ASTA (O) 1.2 KAPPA VTVT,41208,Petrol,Manual,₹5.31 Lakh,Bangalore
2016,Hyundai,Grand i10 ASTA (O) 1.2 KAPPA VTVT,49862,Petrol,Manual,₹5.23 Lakh,Bangalore
2015,Hyundai,Grand i10 SPORTZ 1.2 KAPPA VTVT,93513,Petrol,Manual,₹4.03 Lakh,Bangalore
2017,Hyundai,Grand i10 ASTA 1.2 KAPPA VTVT,21223,Petrol,Manual,₹5.47 Lakh,Bangalore
2023,Maruti,S PRESSO VXI PLUS (O) AMT,7370,Petrol,Automatic,₹6.51 Lakh,Bangalore
2022,KIA,SONET HTX PLUS 1.0 IMT,14039,Petrol,Manual,₹12.39 Lakh,Bangalore
2017,Maruti,Wagon R 1.0 VXI AMT,44109,Petrol,Automatic,₹4.82 Lakh,Bangalore
2021,MG,HECTOR PLUS SHARP 1.5 PETROL TURBO DCT 6-STR,14065,Petrol,Automatic,₹18.74 Lakh,Bangalore
2019,Maruti,Alto VXI,10041,Petrol,Manual,₹3.87 Lakh,Bangalore
2022,KIA,SONET GTX PLUS 1.0 DCT,19749,Petrol,Automatic,₹12.80 Lakh,Bangalore
2022,KIA,SONET GTX PLUS 1.0 IMT,11162,Petrol,Manual,₹12.29 Lakh,Bangalore
2022,KIA,SONET GTX PLUS 1.0 IMT DUAL TONE,19669,Petrol,Manual,₹12.42 Lakh,Bangalore
2017,Maruti,Baleno ZETA PETROL 1.2,23573,Petrol,Manual,₹6.82 Lakh,Bangalore
2020,MG,HECTOR PLUS SHARP 2.0 DIESEL TURBO MT 6-STR DUAL TONE,12098,Diesel,Manual,₹18.72 Lakh,Bangalore
2016,Maruti,Wagon R 1.0 VXI AMT,48043,Petrol,Automatic,₹4.16 Lakh,Bangalore
2016,Maruti,Celerio VXI AMT (O),62383,Petrol,Automatic,₹4.55 Lakh,Bangalore
2022,KIA,SONET GTX PLUS 1.0 DCT,16176,Petrol,Automatic,₹12.92 Lakh,Bangalore
2011,Hyundai,Eon ERA,58637,Petrol,Manual,₹2.28 Lakh,Bangalore
2022,Hyundai,VENUE SX (O) 1.0 TURBO DCT,15703,Petrol,Automatic,₹13.31 Lakh,Bangalore
2021,KIA,SONET GTX PLUS 1.5 AT,27903,Diesel,Automatic,₹13.73 Lakh,Bangalore
2016,Hyundai,Grand i10 ASTA (O) 1.2 KAPPA VTVT,74972,Petrol,Manual,₹4.85 Lakh,Bangalore
2018,Hyundai,Grand i10 MAGNA 1.2 KAPPA VTVT,33903,Petrol,Manual,₹4.98 Lakh,Bangalore
2015,Renault,Duster 85 PS RXL DIESEL,67386,Diesel,Manual,₹6.25 Lakh,Bangalore
2015,Hyundai,Grand i10 SPORTZ 1.2 KAPPA VTVT,41548,Petrol,Manual,₹4.36 Lakh,Bangalore
2016,Maruti,Wagon R 1.0 VXI AMT,40428,Petrol,Automatic,₹3.97 Lakh,Bangalore
2020,Hyundai,NEW I20 ASTA (O) 1.2 MT,28806,Petrol,Manual,₹8.29 Lakh,Bangalore
2019,Maruti,Ciaz SIGMA 1.5 SHVS MT PETROL,12567,Petrol,Manual,₹7.75 Lakh,Bangalore
2018,Ford,FREESTYLE TITANIUM 1.2 PETROL,32842,Petrol,Manual,₹6.38 Lakh,Bangalore
2014,Maruti,Alto K10 LXI,63792,Petrol,Manual,₹2.80 Lakh,Bangalore
2023,Tata,Tiago XZA PLUS PETROL,2280,Petrol,Automatic,₹7.96 Lakh,Bangalore
2015,Volkswagen,Polo GT TSI AT,85287,Petrol,Automatic,₹6.29 Lakh,Bangalore
2016,Renault,Kwid RXT 0.8 (O),59775,Petrol,Manual,₹3.08 Lakh,Bangalore
2020,Hyundai,GRAND I10 NIOS ASTA AMT 1.2 KAPPA VTVT,45834,Petrol,Automatic,₹6.56 Lakh,Bangalore
2014,Renault,Pulse RX L DIESEL,83897,Diesel,Manual,₹2.92 Lakh,Bangalore
2020,Tata,NEXON XZA PLUS PETROL DUAL TONE,59565,Petrol,Automatic,₹8.79 Lakh,Bangalore
2014,Toyota,Etios CROSS 1.4 GD,121920,Diesel,Manual,₹4.56 Lakh,Bangalore
2016,Maruti,Baleno ZETA CVT PETROL 1.2,83635,Petrol,Automatic,₹5.31 Lakh,Bangalore
2021,Volkswagen,TAIGUN TOPLINE 1.0 TSI MT,97554,Petrol,Manual,₹11.75 Lakh,Bangalore
2016,Honda,Amaze 1.2L I-VTEC S,51836,Petrol,Manual,₹4.21 Lakh,Bangalore
2015,Mahindra,Scorpio S8,61590,Diesel,Manual,₹10.11 Lakh,Bangalore
2021,Maruti,Swift VXI,13228,Petrol,Manual,₹7.19 Lakh,Bangalore
2011,Maruti,Swift VXI,64003,Petrol,Manual,₹3.54 Lakh,Bangalore
2022,Hyundai,VENUE S 1.2,18184,Petrol,Manual,₹8.64 Lakh,Bangalore
2019,Hyundai,VENUE S 1.0 TURBO DCT,52244,Petrol,Automatic,₹8.17 Lakh,Bangalore
2018,Mahindra,XUV500 W7 AT,67919,Diesel,Automatic,₹12.53 Lakh,Bangalore
2019,Renault,TRIBER RXZ,57625,Petrol,Manual,₹6.10 Lakh,Bangalore
2021,Maruti,S PRESSO VXI AMT,9677,Petrol,Automatic,₹4.64 Lakh,Bangalore
2021,Hyundai,GRAND I10 NIOS ASTA 1.2 KAPPA VTVT,37258,Petrol,Manual,₹6.72 Lakh,Bangalore
2020,Hyundai,GRAND I10 NIOS SPORTZ AMT 1.2 KAPPA VTVT,10218,Petrol,Automatic,₹7.04 Lakh,Bangalore
2013,Maruti,Swift VDI,97837,Diesel,Manual,₹4.33 Lakh,Bangalore
2022,Volkswagen,TAIGUN TOPLINE 1.0 TSI MT,15979,Petrol,Manual,₹15.52 Lakh,Bangalore
2019,Maruti,Baleno ALPHA CVT PETROL 1.2,34783,Petrol,Automatic,₹7.74 Lakh,Bangalore
2020,Tata,Tiago XZA PLUS PETROL,38930,Petrol,Automatic,₹6.78 Lakh,Bangalore
2016,Maruti,Wagon R 1.0 VXI,40339,Petrol,Manual,₹3.89 Lakh,Bangalore
2022,Honda,City 1.5L I-VTE V CVT,17703,Petrol,Automatic,₹12.67 Lakh,Bangalore
2017,Renault,Kwid CLIMBER 1.0 AMT,27849,Petrol,Automatic,₹3.88 Lakh,Bangalore
2014,Maruti,Swift ZXI,41074,Petrol,Manual,₹5.16 Lakh,Bangalore
2018,Maruti,Swift VXI AMT,29219,Petrol,Automatic,₹6.45 Lakh,Bangalore
2018,Maruti,Celerio ZXI AMT (O),43407,Petrol,Automatic,₹4.70 Lakh,Bangalore
2015,Maruti,Alto K10 VXI AMT,32214,Petrol,Automatic,₹3.45 Lakh,Bangalore
2021,Maruti,S PRESSO VXI+,31209,Petrol,Manual,₹4.82 Lakh,Bangalore
2017,Maruti,Dzire ZXI PLUS AMT,67275,Petrol,Automatic,₹6.65 Lakh,Bangalore
2017,Hyundai,Creta SX PLUS AT 1.6 PETROL,42546,Petrol,Automatic,₹9.81 Lakh,Bangalore
2019,Renault,Kwid RXT 1.0 AMT,11581,Petrol,Automatic,₹4.49 Lakh,Bangalore
2017,Hyundai,Elite i20 ASTA 1.2,39866,Petrol,Manual,₹6.74 Lakh,Bangalore
2011,Hyundai,i10 SPORTZ 1.2,47500,Petrol,Manual,₹3.03 Lakh,Bangalore
2016,Honda,Amaze 1.2L I-VTEC SX,73832,Petrol,Manual,₹4.53 Lakh,Bangalore
2017,Maruti,Baleno ALPHA PETROL 1.2,54225,Petrol,Manual,₹6.70 Lakh,Bangalore
2018,Hyundai,Grand i10 SPORTZ AT 1.2 KAPPA VTVT,45828,Petrol,Automatic,₹5.97 Lakh,Bangalore
2019,Hyundai,Grand i10 SPORTZ 1.2 KAPPA VTVT,51615,Petrol,Manual,₹5.24 Lakh,Bangalore
2014,Hyundai,Grand i10 ASTA AT 1.2 KAPPA VTVT,45424,Petrol,Automatic,₹4.48 Lakh,Bangalore
2018,Maruti,Swift ZXI PLUS,64747,Petrol,Manual,₹7.18 Lakh,Bangalore
2022,KIA,SELTOS HTX IVT 1.5 PETROL,39295,Petrol,Automatic,₹15.01 Lakh,Bangalore
2017,Tata,TIGOR XZA PETROL,94257,Petrol,Automatic,₹4.65 Lakh,Bangalore
2022,Tata,Tiago XZA PLUS PETROL,6541,Petrol,Automatic,₹6.98 Lakh,Bangalore
2023,Hyundai,VENUE SX 1.2 PETROL,9717,Petrol,Manual,₹11.30 Lakh,Bangalore
2020,Hyundai,NEW SANTRO ASTA AMT,18062,Petrol,Automatic,₹6.73 Lakh,Bangalore
2020,Datsun,Redi Go T (O),39739,Petrol,Manual,₹3.36 Lakh,Bangalore
2014,Hyundai,Verna FLUIDIC 1.6 CRDI SX,89332,Diesel,Manual,₹5.61 Lakh,Bangalore
2017,Tata,Zest XT PETROL,53940,Petrol,Manual,₹4.33 Lakh,Bangalore
2019,Hyundai,NEW SANTRO SPORTZ MT,21868,Petrol,Manual,₹5.42 Lakh,Bangalore
2022,Tata,PUNCH CREATIVE MT,20447,Petrol,Manual,₹8.13 Lakh,Bangalore
2014,Maruti,Ciaz ZXI,70337,Petrol,Manual,₹5.47 Lakh,Bangalore
2020,Renault,Kwid RXT 1.0 (O),19574,Petrol,Manual,₹4.71 Lakh,Bangalore
2019,Hyundai,GRAND I10 NIOS ASTA 1.2 KAPPA VTVT,87055,Petrol,Manual,₹6.05 Lakh,Bangalore
2023,Renault,TRIBER RXZ,20080,Petrol,Manual,₹8.03 Lakh,Bangalore
2013,Nissan,Micra XV CVT,63505,Petrol,Automatic,₹3.58 Lakh,Bangalore
2017,Maruti,Celerio VXI,37599,Petrol,Manual,₹4.82 Lakh,Bangalore
2016,Maruti,Swift VXI,92616,Petrol,Manual,₹5.84 Lakh,Bangalore
2021,Hyundai,VENUE SX 1.0 TURBO,52456,Petrol,Manual,₹9.34 Lakh,Bangalore
2019,Renault,Kwid RXT 1.0 (O),24491,Petrol,Manual,₹4.09 Lakh,Bangalore
2022,Renault,Kwid RXT 1.0 AMT (O),19430,Petrol,Automatic,₹5.89 Lakh,Bangalore
2021,Maruti,XL6 ALPHA AT,38819,Petrol,Automatic,₹11.29 Lakh,Bangalore
2018,Datsun,Redi Go T(O) 1.0L LIMITED EDITION,38846,Petrol,Manual,₹2.98 Lakh,Bangalore
2021,Renault,Kwid CLIMBER 1.0 (O),41705,Petrol,Manual,₹4.72 Lakh,Bangalore
2017,Hyundai,Elite i20 ASTA 1.2 (O),26827,Petrol,Manual,₹7.07 Lakh,Bangalore
2018,Hyundai,Grand i10 SPORTZ 1.2 KAPPA VTVT,31709,Petrol,Manual,₹5.43 Lakh,Bangalore
2015,Maruti,Celerio VXI,13855,Petrol,Manual,₹4.15 Lakh,Bangalore
2018,Maruti,Baleno DELTA PETROL 1.2,45037,Petrol,Manual,₹5.32 Lakh,Bangalore
2015,Hyundai,Xcent S 1.2,54387,Petrol,Manual,₹4.29 Lakh,Bangalore
2022,Tata,ALTROZ XZA PLUS,16221,Petrol,Automatic,₹9.69 Lakh,Bangalore
2014,Hyundai,i20 SPORTZ 1.2,69425,Petrol,Manual,₹4.65 Lakh,Bangalore
2021,Tata,NEXON XZA PLUS (O) PETROL DARK EDITION,28606,Petrol,Automatic,₹11.46 Lakh,Bangalore
2016,Hyundai,Elite i20 ASTA 1.2 (O),71258,Petrol,Manual,₹7.06 Lakh,Bangalore
2019,Datsun,Redi Go A,25135,Petrol,Manual,₹2.54 Lakh,Bangalore
2022,Tata,NEXON XZ PLUS PETROL,15785,Petrol,Manual,₹9.96 Lakh,Bangalore
2018,Maruti,IGNIS SIGMA 1.2,73809,Petrol,Manual,₹4.28 Lakh,Bangalore
2017,Maruti,Baleno ZETA PETROL 1.2,48247,Petrol,Manual,₹7.14 Lakh,Bangalore
2019,Hyundai,Elite i20 SPORTZ PLUS 1.2,51792,Petrol,Manual,₹6.69 Lakh,Bangalore
2017,Honda,City 1.5L I-VTEC VX CVT,93542,Petrol,Automatic,₹7.84 Lakh,Bangalore
2021,Maruti,XL6 ZETA MT,24293,Petrol,Manual,₹9.70 Lakh,Bangalore
2018,Maruti,Dzire VXI,38827,Petrol,Manual,₹6.27 Lakh,Bangalore
2015,Honda,Brio S MT,30891,Petrol,Manual,₹3.70 Lakh,Bangalore
2018,Honda,Amaze 1.5L I-DTEC S CVT,79803,Diesel,Automatic,₹6.76 Lakh,Bangalore
2019,Honda,Jazz 1.2L I-VTEC V,45905,Petrol,Manual,₹6.38 Lakh,Bangalore
2022,Tata,NEXON XM SUNROOF DIESEL,23036,Diesel,Manual,₹10.43 Lakh,Bangalore
2018,Maruti,Baleno DELTA CVT PETROL 1.2,36967,Petrol,Automatic,₹6.90 Lakh,Bangalore
2014,Maruti,Wagon R 1.0 VXI,35720,Petrol,Manual,₹3.67 Lakh,Bangalore
2020,MG,HECTOR SHARP 1.5 DCT PETROL,30801,Petrol,Automatic,₹14.90 Lakh,Bangalore
2019,Maruti,Celerio VXI AMT (O),66087,Petrol,Automatic,₹4.95 Lakh,Bangalore
2020,Hyundai,GRAND I10 NIOS ASTA 1.2 KAPPA VTVT,49849,Petrol,Manual,₹6.55 Lakh,Bangalore
2017,Maruti,Baleno DELTA CVT PETROL 1.2,79589,Petrol,Automatic,₹6.51 Lakh,Bangalore
2018,Honda,BR-V 1.5L I-VTEC V CVT,81415,Petrol,Automatic,₹8.85 Lakh,Bangalore
2013,Honda,City 1.5L I-VTEC V MT,71720,Petrol,Manual,₹4.83 Lakh,Bangalore
2019,KIA,SELTOS GTX PLUS DCT 1.4 PETROL,36872,Petrol,Automatic,₹14.64 Lakh,Bangalore
2017,Hyundai,Elite i20 ASTA 1.4 CRDI,70639,Diesel,Manual,₹7.00 Lakh,Bangalore
2022,KIA,CARENS LUXURY PLUS 1.4 PETROL 7 STR,40953,Petrol,Manual,₹15.86 Lakh,Bangalore
2023,Maruti,Baleno ALPHA 1.2 AGS,5154,Petrol,Automatic,₹10.06 Lakh,Bangalore
2019,KIA,SELTOS HTK PLUS 1.5 DIESEL,40508,Diesel,Manual,₹12.00 Lakh,Bangalore
2016,Maruti,Baleno ZETA PETROL 1.2,54853,Petrol,Manual,₹6.70 Lakh,Bangalore
2016,Maruti,Ciaz ZXI+,34800,Petrol,Manual,₹7.19 Lakh,Bangalore
2016,Renault,Duster 110 PS RXL 4X2 AMT,41022,Diesel,Automatic,₹8.52 Lakh,Bangalore
2019,KIA,SELTOS GTX PLUS DCT 1.4 PETROL,29077,Petrol,Automatic,₹16.35 Lakh,Bangalore
2019,Volkswagen,Polo COMFORTLINE 1.0L MPI,45905,Petrol,Manual,₹6.88 Lakh,Bangalore
2016,Hyundai,Elite i20 SPORTZ 1.2,58161,Petrol,Manual,₹5.52 Lakh,Bangalore
2019,Hyundai,Creta SX 1.6 DIESEL,75395,Diesel,Manual,₹12.89 Lakh,Bangalore
2016,Renault,Kwid RXT 1.0,30778,Petrol,Manual,₹3.47 Lakh,Bangalore
2020,Maruti,Alto LXI O,2598,Petrol,Manual,₹3.97 Lakh,Bangalore
2016,Ford,Ecosport TREND 1.5L PETROL,18009,Petrol,Manual,₹7.17 Lakh,Bangalore
2022,Tata,Safari XZ PLUS 6S ADVENTURE,39627,Diesel,Manual,₹20.12 Lakh,Bangalore
2019,Hyundai,NEW SANTRO SPORTZ MT,43255,Petrol,Manual,₹4.82 Lakh,Bangalore
2018,Hyundai,Elite i20 MAGNA EXECUTIVE CVT,32293,Petrol,Automatic,₹6.35 Lakh,Bangalore
2015,Tata,Zest XTA F-TRONIC DIESEL,79684,Diesel,Automatic,₹4.80 Lakh,Bangalore
2017,Hyundai,Grand i10 ASTA 1.2 KAPPA VTVT,40780,Petrol,Manual,₹5.64 Lakh,Bangalore
2016,Nissan,Micra XV CVT,68447,Petrol,Automatic,₹5.31 Lakh,Bangalore
2018,Volkswagen,Ameo HIGHLINE PLUS 1.5L AT 16 ALLOY,63531,Diesel,Automatic,₹6.75 Lakh,Bangalore
2016,Hyundai,Elite i20 ASTA 1.2 (O),58091,Petrol,Manual,₹6.72 Lakh,Bangalore
2016,Maruti,Swift Dzire ZXI,57333,Petrol,Manual,₹6.82 Lakh,Bangalore
2019,Hyundai,Verna 1.6 VTVT SX + AT,37380,Petrol,Automatic,₹9.29 Lakh,Bangalore
2015,Skoda,Rapid 1.5 TDI CR ELEGANCE PLUS AT,84329,Diesel,Automatic,₹5.11 Lakh,Bangalore
2020,Maruti,S PRESSO VXI AMT,18350,Petrol,Automatic,₹4.59 Lakh,Bangalore
2012,Skoda,Rapid AMBITION 1.6 MPI MT,80616,Petrol,Manual,₹3.46 Lakh,Bangalore
2018,Maruti,Celerio VXI AMT (O),10280,Petrol,Automatic,₹5.32 Lakh,Bangalore
2018,Hyundai,Grand i10 SPORTZ (O) 1.2 KAPPA VTVT,13259,Petrol,Manual,₹5.41 Lakh,Bangalore
2014,Maruti,Celerio VXI,27566,Petrol,Manual,₹3.74 Lakh,Bangalore
2014,Maruti,Celerio VXI AMT,10558,Petrol,Automatic,₹4.09 Lakh,Bangalore
2021,Tata,Safari XZA PLUS,13787,Diesel,Automatic,₹21.66 Lakh,Bangalore
2017,Renault,Duster RXL PETROL,67614,Petrol,Manual,₹6.93 Lakh,Bangalore
2016,Tata,Tiago XZ PETROL,48738,Petrol,Manual,₹4.41 Lakh,Bangalore
2019,Hyundai,VENUE SX PLUS 1.0 TURBO DCT,21881,Petrol,Automatic,₹10.23 Lakh,Bangalore
